action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,19458294,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cnn(C)c4)cc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4520343,,CHEMBL4520343,,0,http://www.openphacts.org/units/Nanomolar,3252469,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458295,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1ccc(-c2ccc3sc(-c4c(NC(=O)CCNC(C)C)sc5c4CCNC5)nc3c2)cc1,,,CHEMBL4476874,,2018,,CHEMBL4557429,,CHEMBL4557429,,0,http://www.openphacts.org/units/Nanomolar,3252470,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458296,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4cnn(C)c4)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4541533,,CHEMBL4541533,,0,http://www.openphacts.org/units/Nanomolar,3252471,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458297,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@@H](C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4580161,,CHEMBL4580161,,0,http://www.openphacts.org/units/Nanomolar,3252472,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458298,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cn(-c2ccc3nc(-c4c(NC(=O)CCNC(C)C)sc5c4CCNC5)sc3c2)cn1,,,CHEMBL4476874,,2018,,CHEMBL4583977,,CHEMBL4583977,,0,http://www.openphacts.org/units/Nanomolar,3252473,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458299,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-n4cncn4)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4590995,,CHEMBL4590995,,0,http://www.openphacts.org/units/Nanomolar,3252474,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458300,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccc(O)cc4)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4534327,,CHEMBL4534327,,0,http://www.openphacts.org/units/Nanomolar,3252475,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458301,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(F)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4588062,,CHEMBL4588062,,0,http://www.openphacts.org/units/Nanomolar,3252476,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458302,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCNCc1c[nH]cn1)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4518030,,CHEMBL4518030,,0,http://www.openphacts.org/units/Nanomolar,3252477,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458303,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CC[N+](C)(C(C)C)C2,,,CHEMBL4476874,,2018,,CHEMBL4592852,,CHEMBL4592852,,0,http://www.openphacts.org/units/Nanomolar,3252478,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458304,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4ccncc4)cc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4578035,,CHEMBL4578035,,0,http://www.openphacts.org/units/Nanomolar,3252479,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458305,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccc(-c4cccnc4)cc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4483340,,CHEMBL4483340,,0,http://www.openphacts.org/units/Nanomolar,3252480,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458306,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccc(C4=CCNCC4)cc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4575303,,CHEMBL4575303,,0,http://www.openphacts.org/units/Nanomolar,3252481,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458307,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@H](C)N[C@@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4534987,,CHEMBL4534987,,0,http://www.openphacts.org/units/Nanomolar,3252482,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458308,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@@H](C)N[C@@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4575696,,CHEMBL4575696,,0,http://www.openphacts.org/units/Nanomolar,3252483,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458309,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@@H](C)N[C@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4554855,,CHEMBL4554855,,0,http://www.openphacts.org/units/Nanomolar,3252484,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458310,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)C[C@H](C)N[C@H]2C,,,CHEMBL4476874,,2018,,CHEMBL4533560,,CHEMBL4533560,,0,http://www.openphacts.org/units/Nanomolar,3252485,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458311,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(=O)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4582300,,CHEMBL4582300,,0,http://www.openphacts.org/units/Nanomolar,3252486,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458312,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)N(CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2)C(C)=O,,,CHEMBL4476874,,2018,,CHEMBL4526094,,CHEMBL4526094,,0,http://www.openphacts.org/units/Nanomolar,3252487,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458313,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)NCCC(=O)N(C)c1sc2c(c1-c1nc3ccccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4532492,,CHEMBL4532492,,0,http://www.openphacts.org/units/Nanomolar,3252488,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458314,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(N4CCOCC4)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4585493,,CHEMBL4585493,,0,http://www.openphacts.org/units/Nanomolar,3252489,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458315,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3o1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4536332,,CHEMBL4536332,,0,http://www.openphacts.org/units/Nanomolar,3252490,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458316,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3cc(N4CCS(=O)(=O)CC4)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4549564,,CHEMBL4549564,,0,http://www.openphacts.org/units/Nanomolar,3252491,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458317,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CC1CCCN1)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4544519,,CHEMBL4544519,,0,http://www.openphacts.org/units/Nanomolar,3252492,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458318,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CC1COCCN1)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4524662,,CHEMBL4524662,,0,http://www.openphacts.org/units/Nanomolar,3252493,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458319,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2)C1CNC1,,,CHEMBL4476874,,2018,,CHEMBL4513904,,CHEMBL4513904,,0,http://www.openphacts.org/units/Nanomolar,3252494,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458320,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(-c4ccncc4)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4539679,,CHEMBL4539679,,0,http://www.openphacts.org/units/Nanomolar,3252495,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458321,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCN(CCOC)CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4561442,,CHEMBL4561442,,0,http://www.openphacts.org/units/Nanomolar,3252496,>,38,1,>,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,10.0
,,19458322,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCNCCO)Nc1sc2c(c1-c1nc3ccccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4529956,,CHEMBL4529956,,0,http://www.openphacts.org/units/Nanomolar,3252497,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458323,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc2oc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc12.Cl.Cl,,,CHEMBL4476874,,2018,,CHEMBL4553733,,CHEMBL4598032,,0,http://www.openphacts.org/units/Nanomolar,3252498,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458324,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3c(C)cccc3o1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4522160,,CHEMBL4522160,,0,http://www.openphacts.org/units/Nanomolar,3252499,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458325,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CC1CCC2N1,,,CHEMBL4476874,,2018,,CHEMBL4551569,,CHEMBL4551569,,0,http://www.openphacts.org/units/Nanomolar,3252500,<=,38,1,<=,,IC50,nM,,1000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,10.0,1.0
,,19458326,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3cc(C)ccc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4515046,,CHEMBL4515046,,0,http://www.openphacts.org/units/Nanomolar,3252501,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458327,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CC(C)NC2C,,,CHEMBL4476874,,2018,,CHEMBL4571236,,CHEMBL4571236,,0,http://www.openphacts.org/units/Nanomolar,3252502,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458328,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2sc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc2c1,,,CHEMBL4476874,,2018,,CHEMBL4574800,,CHEMBL4574800,,0,http://www.openphacts.org/units/Nanomolar,3252503,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458329,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2sc(-c3c(NC(=O)CCNC(C)C)sc4c3CCNC4)nc2c1Cl,,,CHEMBL4476874,,2018,,CHEMBL4542453,,CHEMBL4542453,,0,http://www.openphacts.org/units/Nanomolar,3252504,<,38,1,<,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,nM,UO_0000065,,300.0
,,19458330,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,COCCNCCC(=O)Nc1sc2c(c1-c1nc3ccc(F)cc3s1)CCNC2,,,CHEMBL4476874,,2018,,CHEMBL4577846,,CHEMBL4577846,,0,http://www.openphacts.org/units/Nanomolar,3252505,<=,38,1,<=,,IC50,nM,,300.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,1.0,0.3
,,19458331,[],CHEMBL4476997,Inhibition of human c-Myc assessed as reduction in c-Myc/Max/Ebox DNA complex formation using pre-formed complex of c-Myc and biotinylated DNA containing single Ebox-sequence followed by compound addition and further addition of his6-tagged c-Max and incubated for 2 hrs by AlphaScreen assay,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)N(CCC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(CCNC(=O)C(F)(F)F)C2)C(C)=O,,,CHEMBL4476874,,2018,,CHEMBL4566753,,CHEMBL4566753,,0,http://www.openphacts.org/units/Nanomolar,3252506,>,38,1,>,,IC50,nM,,10000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,10.0
